,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,0,1,2
1,0.0,534.3523786094075,216.4226792770977,423.4026631213235,373.0636521551435,263.0605295988931,492.0718036246174,392.9648454197307,643.2413870669383,283.942302674739,679.9851238467309,605.4653767567214,485.75421244621515,551.805005864666,589.9662799515802,50.64552536296373,0.0,133.04049097934592,213.56469291125137,298.45138918048997,864.0245228614834,692.0492490845046,637.4256289637914,802.1188915098992,643.2413870669383,766.4478761803879,688.8214045124482,457.1817984861405,499.8696051394261,459.82962383193137,0.0,534.3523786094075
2,534.3523786094075,0.0,444.48235270044955,476.9438367381108,574.3091677205655,289.65162949438417,332.8395494995872,141.38753318967684,203.79759814010595,623.5045225058027,421.83249890179695,638.2379193137115,699.5570958136742,716.5559901812202,756.7271415594297,483.70685324644376,534.3523786094075,656.6538238196162,737.1780257515215,822.0647220207602,329.6721442520759,157.69687047509706,103.07325035438382,267.76651290049165,203.79759814010595,322.93001779103975,439.1250050404755,207.4853990141677,331.07770911340583,612.9644549690684,534.3523786094075,0.0
3,216.42267927709767,437.3823130958462,0.0,206.97998384422573,156.64097287804572,263.0372923484359,395.1017381110561,295.99477990616936,546.271321553377,305.57482317349286,463.56244456963293,389.04269747962365,283.4103966734096,346.9984797669855,387.16963114519507,165.77715391413395,216.42267927709767,338.7241244873063,419.24832641921176,504.13502268845036,767.054457347922,595.0791835709432,540.45556345023,705.1488259963378,546.271321553377,760.3123308868859,683.5085975882093,451.8689915619017,499.84636788896887,243.40694455483364,216.42267927709767,437.3823130958462
4,424.74259030697266,485.295960200815,208.319911029875,0.0,189.33168757702614,310.95093945340466,341.261427094873,343.90842701113814,488.81415300281594,513.8947342033679,262.50723759457503,192.5683563223801,253.88753282234296,270.88642718988893,311.0575785680985,374.09706494400893,424.74259030697266,513.0675222435768,593.5917241754823,678.478420444721,814.9681044528909,642.992830675912,588.3692105551988,753.0624731013066,488.81415300281594,808.2259779918548,731.4222446931782,499.78263866687047,547.7600149939376,167.29489197773705,424.74259030697266,485.295960200815
5,370.2330433596383,596.0990100375017,163.61748204610853,183.4940972009934,0.0,421.7539892900913,513.3341854552324,454.71147684782477,660.8869113631753,469.1923052196014,434.57999595493436,347.752107693319,126.76942379536388,199.9411492334127,240.11230061162226,329.3946359602425,370.2330433596383,323.7358346665506,404.26003659845605,489.14673286769465,925.7711542895776,753.7958805125987,699.1722603918855,863.8655229379933,660.8869113631753,919.0290278285414,842.2252945298648,610.5856885035571,658.5630648306243,213.3620646399698,370.2330433596383,596.0990100375017
6,263.0605295988931,289.65162949438417,270.1373319530393,310.95093945340466,408.31627043585934,0.0,353.43104323253414,238.0404421359487,398.5406379519149,343.21274877886265,537.4523827393139,503.51929577578477,535.0856942312232,581.8373666432935,622.008518021503,212.41500423592936,263.0605295988931,396.101020578239,476.62522251014445,561.511918779383,619.3237737464601,447.3484999694812,392.724879848768,557.4181423948758,398.5406379519149,503.3873465814946,425.76087491355514,194.12126888724734,236.80907554053297,478.2458314311417,263.0605295988931,289.65162949438417
7,476.8805209509249,332.8395494995872,260.4578416738272,144.10428723852365,241.46961822097836,353.43104323253414,0.0,191.45201630991036,393.81099455255116,566.0326648473201,213.26035833720246,326.0210737079632,368.2390420163423,404.33914457547206,444.51029595368163,426.2349955879612,476.8805209509249,565.205452887529,645.7296548194345,730.6163510886731,662.5116937516631,490.53641997468424,435.912799853971,600.6060624000788,393.81099455255116,655.7695672906269,578.9658339919505,347.32622796564266,470.91853806488075,300.7476093633202,476.8805209509249,332.8395494995872
8,392.96484541973064,141.38753318967684,303.0948195107727,335.556303548434,432.9216345308887,238.04044213594872,191.45201630991036,0.0,250.27654164720758,482.1169893161258,389.18828643460654,507.63754680927093,559.6910583262526,585.9556176767796,626.1267690549892,342.3193200567669,392.96484541973064,515.2662906299394,595.7904925618448,680.6771888310834,471.0596774417528,299.0844036647739,244.4607835440607,409.1540460901685,250.27654164720758,464.3175509807166,387.51381768204004,155.8742116557323,279.46652175497036,482.36408246462787,392.96484541973064,141.38753318967684
9,616.871857589156,203.79759814010595,400.44917831205817,284.0956238767546,381.4609548592093,396.03062391787654,139.99133663823093,241.89101421901506,0.0,706.024001485551,226.306915408241,442.2057589221092,503.5249354220721,520.523829789618,560.6949811678276,566.2263322261922,616.871857589156,705.19678952576,785.7209914576654,870.607687726904,533.4697423921818,361.494468615203,306.8708484944898,471.5641110405976,0.0,526.7276159311457,545.5039994639678,313.8643934376601,437.4567035368982,416.93229457746617,616.871857589156,203.79759814010595
